Time,Temperature,Pressure,Time,Temperature,Pressure
771,78.1389484517,117.365612562,,,
772,78.1389484517,117.302490005,,,
773,78.0816338822,117.554980235,,,
774,78.0816338822,117.365612562,,,
775,78.0816338822,117.365612562,,,
776,78.0816338822,117.554980235,,,
777,78.0816338822,117.554980235,,,
778,78.1389484517,117.68122535,,,
779,78.1389484517,117.491857677,,,
780,78.1389484517,117.618102792,,,
781,78.1389484517,117.807470465,,,
782,78.1389484517,117.744347907,,,
783,78.1389484517,117.870593022,,,
784,78.1963536372,117.554980235,,,
785,78.1389484517,117.365612562,,,
786,78.1389484517,117.807470465,,,
787,78.2538497558,117.870593022,,,
788,78.2538497558,118.056015535,,,
789,78.2538497558,118.245383207,,,
790,78.3114371261,118.119138092,,,
791,78.3114371261,117.807470465,,,
792,78.3114371261,117.618102792,,,
793,78.3691160687,117.554980235,,,
794,78.3114371261,117.554980235,,,
795,78.3691160687,117.744347907,,,
796,78.3691160687,117.870593022,,,
797,78.3114371261,117.870593022,,,
798,78.3691160687,117.807470465,,,
799,78.3114371261,117.744347907,,,
800,78.3691160687,117.491857677,,,
801,78.3691160687,117.18019005,,,
802,78.3691160687,117.302490005,,,
803,78.3114371261,117.68122535,,,
804,78.3114371261,117.554980235,,,
805,78.3114371261,117.302490005,,,
806,78.3691160687,117.554980235,,,
807,78.3691160687,117.554980235,,,
808,78.3691160687,117.68122535,,,
809,78.4268869053,117.554980235,,,
810,78.3691160687,117.744347907,,,
811,78.4268869053,117.618102792,,,
812,78.4268869053,117.807470465,,,
813,78.4268869053,117.618102792,,,
814,78.4811308109,117.554980235,,,
815,78.4268869053,117.365612562,,,
816,78.4268869053,117.302490005,,,
817,78.4268869053,117.243312607,,,
818,78.4268869053,117.117067492,,,
819,78.3691160687,117.365612562,,,
820,78.3691160687,117.42873512,,,
821,78.3114371261,117.42873512,,,
822,78.3114371261,117.302490005,,,
823,78.3114371261,117.302490005,,,
824,78.3114371261,117.302490005,,,
825,78.3114371261,117.365612562,,,
826,78.3691160687,117.744347907,,,
827,78.4268869053,117.744347907,,,
828,78.4268869053,117.554980235,,,
829,78.4268869053,117.243312607,,,
830,78.4268869053,117.117067492,,,
831,78.3691160687,116.990822377,,,
832,78.3691160687,117.302490005,,,
833,78.3691160687,117.243312607,,,
834,78.3691160687,117.365612562,,,
835,78.3691160687,117.243312607,,,
836,78.3691160687,117.302490005,,,
837,78.4268869053,117.807470465,,,
838,78.4268869053,117.68122535,,,
839,78.4268869053,117.117067492,,,
840,78.4268869053,117.117067492,,,
841,78.3691160687,117.117067492,,,
842,78.3691160687,117.554980235,,,
843,78.3691160687,117.365612562,,,
844,78.3691160687,117.554980235,,,
845,78.3691160687,117.491857677,,,
846,78.3691160687,117.117067492,,,
847,78.3114371261,117.18019005,,,
848,78.3691160687,117.053944935,,,
849,78.3114371261,117.243312607,,,
850,78.3114371261,117.807470465,,,
851,78.3114371261,117.618102792,,,
852,78.3691160687,117.554980235,,,
853,78.3691160687,117.302490005,,,
854,78.3691160687,117.243312607,,,
855,78.3691160687,117.302490005,,,
856,78.3691160687,117.365612562,,,
857,78.3691160687,117.42873512,,,
858,78.3691160687,117.243312607,,,
859,78.4268869053,117.243312607,,,
860,78.4268869053,117.302490005,,,
861,78.3691160687,117.243312607,,,
862,78.3691160687,117.117067492,,,
863,78.3691160687,117.365612562,,,
864,78.3114371261,117.117067492,,,
865,78.3114371261,116.92769982,,,
866,78.3114371261,117.243312607,,,
867,78.3114371261,117.302490005,,,
868,78.3114371261,117.053944935,,,
869,78.3114371261,117.117067492,,,
870,78.3114371261,117.117067492,,,
871,78.2538497558,116.990822377,,,
872,78.2538497558,117.053944935,,,
873,78.2538497558,117.117067492,,,
874,78.2538497558,117.243312607,,,
875,78.2538497558,117.243312607,,,
876,78.2538497558,117.053944935,,,
877,78.2538497558,116.990822377,,,
878,78.3114371261,116.92769982,,,
879,78.2538497558,117.053944935,,,
880,78.2538497558,116.738332147,,,
881,78.2538497558,116.801454705,,,
882,78.2538497558,117.117067492,,,
883,78.2538497558,117.117067492,,,
884,78.2538497558,116.92769982,,,
885,78.2538497558,117.365612562,,,
886,78.2538497558,117.302490005,,,
887,78.2538497558,117.053944935,,,
888,78.2538497558,116.92769982,,,
889,78.2538497558,117.243312607,,,
890,78.2538497558,117.243312607,,,
891,78.2538497558,117.302490005,,,
892,78.2538497558,117.117067492,,,
893,78.2538497558,117.243312607,,,
894,78.2538497558,117.243312607,,,
895,78.2538497558,116.990822377,,,
896,78.2538497558,116.67520959,,,
897,78.2538497558,116.92769982,,,
898,78.2538497558,117.053944935,,,
899,78.2538497558,116.864577262,,,
900,78.2538497558,117.117067492,,,
,,,,,
